target,0,1,2,3,4,5,6
1,0.3405493159869015,0.795,0.768,0.0466,0.257,0.735,53.0
1,0.3404218773375296,0.846,0.905,0.0588,0.139,0.843,54.0
1,0.8778251209281966,0.686,0.877,0.131,0.00221,0.877,55.0
1,0.34027227544478855,0.771,0.85,0.0558,0.334,0.586,56.0
1,0.8335429606768654,0.809,0.741,0.219,0.0102,0.61,57.0
1,0.32461394400456567,0.808,0.869,0.0509,0.305,0.848,58.0
1,0.33612774893477904,0.765,0.768,0.0742,0.18,0.574,59.0
1,0.36859135965957257,0.509,0.672,0.0639,0.281,0.81,60.0
1,0.3404218773375296,0.677,0.812,0.032,0.284,0.354,61.0
1,0.2794397132076308,0.608,0.73,0.033,0.0058,0.48,62.0
1,0.3809639902703361,0.794,0.69,0.149,0.0327,0.898,63.0
1,0.34052161193269026,0.86,0.887,0.245,0.182,0.8,64.0
1,0.34020024490383916,0.753,0.804,0.06,0.00165,0.794,65.0
1,0.34042741814837185,0.796,0.589,0.0749,0.274,0.764,66.0
1,0.8072850580954016,0.79,0.551,0.227,0.221,0.787,67.0
1,0.3454252295280892,0.761,0.728,0.0837,0.0269,0.852,68.0
1,0.4055818128424914,0.843,0.678,0.1,0.0282,0.641,69.0
1,0.4137988353215609,0.775,0.906,0.221,0.0628,0.425,70.0
0,0.5120761972307027,0.65,0.884,0.0326,0.0482,0.377,71.0
0,0.567456601599078,0.588,0.623,0.0304,0.000288,0.169,72.0
0,0.5228974008056338,0.577,0.88,0.0357,0.335,0.259,73.0
0,0.5009945755461854,0.795,0.724,0.0861,0.404,0.445,74.0
0,0.6452717490677586,0.557,0.703,0.0277,0.203,0.228,75.0
0,0.5230525435092171,0.59,0.647,0.033,0.00807,0.39,76.0
0,0.4568620171875952,0.552,0.837,0.0345,0.0725,0.317,77.0
0,0.5069066207148754,0.813,0.777,0.0828,0.0663,0.579,78.0
0,0.5008228104100754,0.766,0.948,0.0634,0.205,0.676,79.0
0,0.7888618620448916,0.467,0.975,0.0502,0.04,0.469,80.0
0,0.5063913253065453,0.695,0.797,0.0548,0.00259,0.297,81.0
0,0.5066240393619202,0.562,0.955,0.0399,0.0772,0.316,82.0
0,0.5121759318258634,0.871,0.893,0.0403,0.474,0.657,83.0
0,0.5114223815513161,0.602,0.867,0.104,0.0299,0.496,84.0
0,0.5345053995201657,0.639,0.973,0.107,0.00403,0.168,85.0
0,0.5232076862128004,0.704,0.738,0.0358,0.0212,0.909,86.0
0,0.48988524980745685,0.791,0.679,0.0511,0.0129,0.73,87.0
0,0.5400240471190554,0.628,0.869,0.051,0.0312,0.446,88.0
0,0.5010389020329234,0.756,0.833,0.0411,0.00381,0.141,89.0
0,0.5066683658486584,0.791,0.737,0.0531,0.00541,0.392,90.0
0,0.5343280935732135,0.625,0.819,0.11,0.0102,0.227,91.0
0,0.5063026723330692,0.658,0.938,0.0589,0.00165,0.645,92.0
0,0.5176114672621192,0.591,0.913,0.0479,0.0277,0.66,93.0
0,0.5175782223970656,0.792,0.831,0.0446,0.00144,0.0603,94.0
0,0.4899406579158794,0.738,0.868,0.0731,0.0389,0.336,95.0
0,0.4511882268851224,0.811,0.725,0.214,0.0577,0.839,96.0
0,0.5065132231450751,0.624,0.923,0.0335,0.0268,0.402,97.0
0,0.5231910637802736,0.58,0.995,0.0754,0.00192,0.111,98.0
0,0.49006255575440916,0.677,0.846,0.0567,0.044,0.528,99.0
0,0.50117742230398,0.594,0.971,0.0452,0.0108,0.967,100.0
0,0.5177001202355953,0.797,0.871,0.0353,0.186,0.653,101.0
0,0.5120651156090182,0.7,0.826,0.0583,0.0219,0.255,102.0
0,0.5229306456706874,0.527,0.914,0.0475,0.0113,0.522,103.0
0,0.5230414618875326,0.557,0.841,0.0426,0.106,0.188,104.0
0,0.4954703871364535,0.81,0.9,0.0466,0.000683,0.111,105.0
0,0.41734495426060647,0.489,0.641,0.032,0.00598,0.587,106.0
0,0.512103901284914,0.711,0.987,0.125,0.0702,0.558,107.0
0,0.48983538250987646,0.815,0.669,0.0355,0.0242,0.317,108.0
0,0.556358357482034,0.501,0.519,0.0409,0.109,0.168,109.0
0,0.5342394405997373,0.634,0.673,0.0654,0.105,0.327,110.0
0,0.3902060627552236,0.814,0.951,0.0715,0.0118,0.264,111.0
0,0.6172574094492987,0.596,0.905,0.0515,0.0743,0.692,112.0
0,0.5117880750669053,0.621,0.831,0.038,0.185,0.527,113.0
0,0.7773480571146781,0.516,0.86,0.0494,0.0526,0.35,114.0
0,0.5891045495597826,0.484,0.756,0.0579,0.00209,0.239,115.0
0,0.4955091728123493,0.833,0.494,0.0676,0.101,0.145,116.0
0,0.38422752785642655,0.681,0.774,0.0787,0.0992,0.267,117.0
0,0.522963890535741,0.695,0.871,0.0318,0.0167,0.486,118.0
0,0.5233849921597525,0.619,0.805,0.0452,0.29,0.354,119.0
0,0.3235390267011674,0.588,0.783,0.0325,0.00143,0.354,120.0
0,0.35738229932568333,0.496,0.03,0.058,0.995,0.39,121.0
0,0.2507992619639958,0.656,0.175,0.217,0.977,0.452,122.0
0,0.4795571783974867,0.677,0.0397,0.114,0.996,0.24,123.0
0,0.2563123687520431,0.441,0.00753,0.0447,0.992,0.279,124.0
0,0.36473495531336053,0.721,0.0285,0.0999,0.996,0.261,125.0
0,0.7489070750613646,0.358,0.0614,0.059,0.993,0.137,126.0
0,0.4350644673341497,0.606,0.0821,0.0474,0.991,0.536,127.0
0,0.9526149856770041,0.257,0.0317,0.0424,0.989,0.268,128.0
0,0.3422392632937904,0.571,0.0322,0.0656,0.996,0.579,129.0
0,0.4264208024202262,0.653,0.0116,0.0583,0.995,0.471,130.0
0,0.47061430969808127,0.173,0.178,0.0372,0.972,0.0411,131.0
0,0.588772100909247,0.542,0.0783,0.0506,0.996,0.269,132.0
0,0.3684916250644119,0.438,0.0285,0.0507,0.996,0.273,133.0
0,0.588727774422509,0.354,0.0284,0.0438,0.994,0.137,134.0
0,0.3460790452074757,0.565,0.0237,0.0356,0.994,0.0602,135.0
0,0.2546999927969459,0.356,0.0199,0.0645,0.994,0.326,136.0
0,0.4836906232858117,0.473,0.0998,0.0524,0.987,0.158,137.0
0,0.36493442450368185,0.131,0.0666,0.0365,0.955,0.0468,138.0
0,0.7688539940934956,0.505,0.0409,0.0472,0.996,0.31,139.0
0,0.7203331135478366,0.407,0.0987,0.0721,0.99,0.197,140.0
0,0.3570775547293591,0.73,0.064,0.109,0.996,0.326,141.0
0,0.22769408075177722,0.639,0.0291,0.0646,0.996,0.43,142.0
0,0.27961701915458304,0.294,0.223,0.0322,0.989,0.144,143.0
0,0.19643836679059612,0.481,0.0067,0.042,0.995,0.21,144.0
0,0.3581580128435995,0.639,0.0169,0.056,0.995,0.732,145.0
0,0.2568165825386887,0.601,0.0235,0.0525,0.991,0.346,146.0
0,0.17931172047717464,0.575,0.00989,0.0523,0.996,0.605,147.0
0,0.5070617634184587,0.522,0.0153,0.0511,0.995,0.349,148.0
0,0.21443492040625223,0.536,0.0593,0.0448,0.993,0.247,149.0
0,0.4289141672992426,0.542,0.022,0.0426,0.994,0.168,150.0
0,0.42376121321594196,0.428,0.0648,0.05,0.995,0.28,151.0
0,0.18737360025266098,0.24,0.0571,0.059,0.987,0.229,152.0
0,0.319289224785155,0.715,0.0411,0.0461,0.985,0.697,153.0
0,0.24426664598097286,0.35,0.0256,0.0334,0.957,0.071,154.0
0,0.523434859457333,0.508,0.113,0.0727,0.994,0.248,155.0
0,0.2382271621629109,0.374,0.00905,0.0552,0.995,0.405,156.0
0,0.29057674300057074,0.565,0.0843,0.0448,0.994,0.44,157.0
0,0.24462125787487737,0.588,0.026,0.0506,0.993,0.202,158.0
0,0.3459460657472615,0.514,0.0282,0.0693,0.995,0.244,159.0
0,0.44949273876739126,0.555,0.0306,0.0545,0.995,0.474,160.0
0,0.22203137207098883,0.461,0.028,0.0619,0.994,0.406,161.0
0,0.4847821630217366,0.588,0.0185,0.0542,0.992,0.5,162.0
0,0.25350871846586026,0.54,0.0371,0.049,0.995,0.519,163.0
0,0.22353293180924094,0.475,0.0516,0.123,0.989,0.259,164.0
0,0.5428110749727114,0.377,0.027,0.0368,0.992,0.13,165.0
0,0.5447392771458175,0.448,0.0197,0.0442,0.995,0.148,166.0
0,0.20626776522476298,0.298,0.0037,0.0386,0.994,0.134,167.0
0,0.27388782074368767,0.57,0.0743,0.0539,0.988,0.231,168.0
0,0.17971619966865948,0.505,0.029,0.041,0.989,0.114,169.0
0,0.925514879847517,0.394,0.0281,0.0666,0.995,0.301,170.0
0,0.48987416818577234,0.53,0.0663,0.0428,0.993,0.12,171.0
0,0.2010372397896708,0.419,0.00181,0.0408,0.993,0.146,172.0
0,0.25717119443259323,0.6,0.0185,0.0599,0.994,0.214,173.0
0,0.22812626399747343,0.392,0.0664,0.0462,0.995,0.152,174.0
0,0.19759639625662817,0.401,0.00641,0.0459,0.987,0.303,175.0
0,0.16559267283174223,0.652,0.0796,0.118,0.992,0.25,176.0
0,0.21286133012705077,0.546,0.00574,0.0397,0.991,0.386,177.0
0,0.36843621695598927,0.729,0.0425,0.068,0.995,0.475,178.0
0,0.4091223909706947,0.512,0.113,0.055,0.98,0.0569,179.0
0,0.21272835066683654,0.603,0.0945,0.0366,0.968,0.0727,180.0
0,0.2128945749921043,0.522,0.00251,0.112,0.994,0.732,181.0
0,0.18659788673474476,0.442,0.0293,0.0495,0.996,0.25,182.0
0,0.18066367832268576,0.517,0.014,0.084,0.996,0.0462,183.0
0,0.26257902581463766,0.408,0.0126,0.0517,0.996,0.132,184.0
0,0.9198078446799904,0.401,0.0652,0.0476,0.993,0.157,185.0
0,0.21816388610309234,0.562,0.0206,0.0426,0.995,0.207,186.0
0,0.9104217111132042,0.283,0.0425,0.0497,0.994,0.285,187.0
0,0.23224862726411383,0.749,0.196,0.0821,0.973,0.158,188.0
0,0.2140415228364519,0.298,0.0366,0.0465,0.994,0.282,189.0
0,0.468852331850243,0.634,0.0333,0.0427,0.992,0.144,190.0
0,0.29663839006200166,0.467,0.0272,0.0399,0.995,0.524,191.0
0,0.4713456967292594,0.555,0.0404,0.0594,0.993,0.456,192.0
0,0.21294998310052693,0.344,0.0683,0.0418,0.991,0.252,193.0
0,0.2174989888020213,0.397,0.0315,0.0392,0.991,0.18,194.0
0,0.22986607860194258,0.541,0.0132,0.0429,0.996,0.154,195.0
0,0.3901617362684856,0.679,0.0159,0.0382,0.995,0.0947,196.0
0,0.2852852686462136,0.33,0.005,0.0499,0.994,0.0749,197.0
0,0.17964416912771014,0.588,0.0891,0.044,0.99,0.271,198.0
0,0.19616686705932546,0.349,0.0205,0.0425,0.995,0.0396,199.0
0,0.21741033582854508,0.472,0.0294,0.0514,0.996,0.144,200.0
0,0.9876162877675521,0.298,0.0873,0.0598,0.994,0.407,201.0
0,0.3684472985776738,0.35,0.0262,0.0398,0.994,0.0556,202.0
0,0.5813972816782007,0.433,0.187,0.0343,0.958,0.35,203.0
0,0.28743510325301,0.529,0.0565,0.0551,0.987,0.261,204.0
0,0.2637536777131965,0.466,0.00472,0.0531,0.992,0.233,205.0
0,0.5465788263454474,0.688,0.0195,0.0567,0.996,0.293,206.0
0,0.5456202660697366,0.514,0.132,0.0604,0.994,0.12,207.0
0,0.15735348710930358,0.573,0.0198,0.0449,0.993,0.284,208.0
0,0.46391546938979045,0.403,0.156,0.0388,0.983,0.265,209.0
0,0.44615717064035154,0.44,0.0446,0.0533,0.992,0.203,210.0
0,0.5660104499692485,0.575,0.105,0.115,0.957,0.274,211.0
0,0.4074435252854903,0.584,0.0448,0.0407,0.995,0.298,212.0
0,0.5507233528554569,0.464,0.0266,0.0532,0.987,0.0659,213.0
0,0.320679968306562,0.618,0.938,0.0456,0.0179,0.875,214.0
0,0.3927271316884513,0.432,0.895,0.0504,0.127,0.625,215.0
0,0.3069055125527069,0.595,0.717,0.0295,0.0779,0.547,216.0
0,0.4923841554973155,0.451,0.97,0.107,0.0264,0.198,217.0
0,0.4967336920084885,0.458,0.795,0.0574,0.00316,0.513,218.0
0,0.3234725369710604,0.7,0.742,0.0716,0.0722,0.197,219.0
0,0.3485391652214386,0.592,0.767,0.027,0.0021,0.328,220.0
0,0.282592434576876,0.559,0.345,0.0459,0.0576,0.458,221.0
0,0.3467550241302312,0.553,0.865,0.0409,0.017,0.735,222.0
0,0.4643864383113825,0.725,0.803,0.0337,0.013,0.403,223.0
0,0.40267842796114783,0.683,0.734,0.029,0.00112,0.576,224.0
0,0.3213559472293175,0.666,0.936,0.0476,0.00244,0.776,225.0
0,0.4119814493653001,0.695,0.993,0.0614,0.00194,0.28,226.0
0,0.349641786579048,0.504,0.96,0.183,0.00417,0.774,227.0
0,0.3024839455005846,0.663,0.546,0.0269,0.0322,0.656,228.0
0,0.5039755317793206,0.343,0.983,0.212,0.00107,0.186,229.0
0,0.7647316308268552,0.365,0.804,0.105,0.104,0.577,230.0
0,0.38120778594739557,0.378,0.474,0.0271,0.28,0.38,231.0
0,0.5398467411721031,0.852,0.651,0.0411,0.0432,0.96,232.0
0,0.5005014433812245,0.499,0.705,0.0669,0.00399,0.36,233.0
0,0.633841056300179,0.591,0.794,0.069,0.183,0.875,234.0
0,0.4726644097097169,0.607,0.953,0.0471,0.0706,0.315,235.0
0,0.4455920079344411,0.797,0.642,0.0725,0.0799,0.667,236.0
0,0.7932723474753295,0.313,0.753,0.0285,0.0313,0.514,237.0
0,0.4340227948958051,0.56,0.953,0.0851,0.005,0.519,238.0
0,0.3764149845688418,0.623,0.936,0.0528,0.000617,0.705,239.0
0,0.37604375024241044,0.639,0.839,0.0634,0.0446,0.603,240.0
0,0.46283501127555005,0.558,0.924,0.0367,0.0887,0.344,241.0
0,0.5018312379833665,0.283,0.982,0.0703,0.000204,0.438,242.0
0,0.6348605654951545,0.476,0.511,0.0324,0.319,0.339,243.0
0,0.2645847993395354,0.439,0.709,0.026,0.00565,0.319,244.0
0,0.321793671285856,0.574,0.799,0.0231,0.144,0.446,245.0
0,0.47416596944796907,0.524,0.946,0.0395,0.00163,0.613,246.0
0,0.5918971182242809,0.476,0.979,0.132,0.0014,0.416,247.0
0,0.5937809939106489,0.56,0.209,0.039,0.0132,0.407,248.0
0,0.3285867053784651,0.471,0.721,0.0277,0.0579,0.3,249.0
0,0.4812748297585868,0.54,0.884,0.256,0.00119,0.338,250.0
0,0.38363466109630484,0.468,0.826,0.0295,0.000858,0.359,251.0
0,0.80279146050233,0.348,0.686,0.0319,0.0233,0.635,252.0
0,0.2683857955773248,0.499,0.816,0.0358,0.232,0.275,253.0
0,0.4253126402517744,0.6,0.912,0.0724,0.0198,0.506,254.0
0,0.32778882861717984,0.439,0.885,0.0625,0.000277,0.495,255.0
0,0.4482793011929366,0.355,0.87,0.125,0.00998,0.184,256.0
0,0.448717025249475,0.573,0.994,0.342,0.0281,0.416,257.0
0,0.3471927481867696,0.709,0.738,0.048,0.00236,0.671,258.0
0,0.369006920472742,0.396,0.657,0.0311,0.026,0.245,259.0
0,0.524249358651145,0.25,0.942,0.148,5.09e-05,0.244,260.0
0,0.9168989189878047,0.167,0.975,0.216,0.000169,0.0918,261.0
0,0.37084092886152953,0.583,0.996,0.143,0.0181,0.174,262.0
0,0.504585020971969,0.772,0.888,0.118,0.0123,0.706,263.0
0,0.4783326592013475,0.577,0.582,0.0306,0.0192,0.24,264.0
0,0.231223577258296,0.412,0.48,0.0298,0.056,0.136,265.0
0,0.4751023664803108,0.794,0.324,0.0705,0.395,0.441,266.0
0,0.46826500590096354,0.318,0.497,0.0533,0.637,0.244,267.0
0,0.6090957950786519,0.391,0.152,0.0391,0.966,0.0974,268.0
0,0.34198438599504655,0.382,0.283,0.0292,0.786,0.0441,269.0
0,0.5301004549005702,0.348,0.226,0.0386,0.962,0.173,270.0
0,0.4565683542129555,0.847,0.37,0.0361,0.605,0.233,271.0
0,0.3954144249469467,0.591,0.534,0.0424,0.0207,0.51,272.0
0,0.4237833764593111,0.698,0.303,0.0316,0.124,0.31,273.0
0,0.22085672017242997,0.208,0.212,0.038,0.937,0.192,274.0
0,0.568525978091634,0.282,0.132,0.0375,0.938,0.0379,275.0
0,0.45370929581835007,0.546,0.299,0.0386,0.668,0.789,276.0
0,0.3038580665894647,0.679,0.138,0.183,0.848,0.374,277.0
0,0.6072894907440755,0.55,0.596,0.0335,0.843,0.207,278.0
0,0.2519406689975011,0.516,0.185,0.0289,0.906,0.101,279.0
0,0.7657511400218309,0.477,0.72,0.0395,0.54,0.498,280.0
0,0.5952603904055319,0.473,0.46,0.0263,0.224,0.428,281.0
0,0.5997207431335502,0.533,0.73,0.0286,0.0334,0.522,282.0
0,0.5128740739919879,0.568,0.067,0.0491,0.935,0.4,283.0
0,0.36304500800647166,0.648,0.177,0.0311,0.985,0.236,284.0
0,0.5514990663733731,0.52,0.389,0.0403,0.83,0.326,285.0
0,0.2239761966766216,0.273,0.396,0.037,0.744,0.152,286.0
0,0.7887178009629928,0.378,0.614,0.0387,0.706,0.481,287.0
0,0.3221649056122873,0.291,0.705,0.0296,0.00606,0.32,288.0
0,0.5062749682788579,0.592,0.709,0.0459,0.079,0.466,289.0
0,0.34052161193269026,0.54,0.674,0.0296,0.0978,0.165,290.0
0,0.4802553205636112,0.381,0.832,0.0492,0.0189,0.166,291.0
0,0.5896530898331661,0.408,0.538,0.0331,0.00368,0.0391,292.0
0,0.38994010383479516,0.642,0.475,0.0294,0.726,0.453,293.0
0,0.35531003607067857,0.366,0.323,0.026,0.877,0.266,294.0
0,0.5469112749959829,0.365,0.273,0.038,0.94,0.238,295.0
0,0.3572881055413649,0.486,0.236,0.0278,0.731,0.194,296.0
0,0.412385928556785,0.516,0.88,0.0473,0.00406,0.508,297.0
0,0.5342449814105796,0.697,0.241,0.035,0.938,0.586,298.0
0,0.3572881055413649,0.575,0.182,0.028,0.965,0.287,299.0
0,0.512380941827027,0.584,0.58,0.0269,0.255,0.263,300.0
0,0.8544318175521806,0.332,0.255,0.0309,0.954,0.134,301.0
0,0.5363006222330576,0.345,0.232,0.0319,0.947,0.0343,302.0
0,0.35946010339153023,0.674,0.591,0.0758,0.432,0.732,303.0
0,0.35704985067514783,0.459,0.718,0.0359,0.122,0.193,304.0
0,0.41265742828805574,0.358,0.634,0.0438,0.023,0.152,305.0
0,0.5895145695621097,0.422,0.727,0.0323,0.0114,0.194,306.0
0,0.4787371383928324,0.57,0.845,0.0331,0.0156,0.717,307.0
0,0.4245147634904891,0.524,0.322,0.0275,0.123,0.167,308.0
0,0.6452218817701783,0.464,0.347,0.048,0.241,0.556,309.0
0,0.5342172773563684,0.657,0.589,0.0381,0.656,0.589,310.0
0,0.8325179106710476,0.567,0.639,0.0427,0.112,0.716,311.0
0,0.3298832551155536,0.327,0.429,0.0275,0.476,0.187,312.0
0,0.36803727857534674,0.547,0.572,0.0264,0.00717,0.409,313.0
0,0.626881797882302,0.588,0.352,0.0403,0.812,0.655,314.0
0,0.8004975648136348,0.445,0.469,0.0291,0.173,0.535,315.0
0,0.3844380786684324,0.44,0.518,0.0345,0.0945,0.537,316.0
0,0.34164085572282643,0.53,0.361,0.0328,0.619,0.463,317.0
0,0.36234686584034703,0.534,0.488,0.0251,0.345,0.176,318.0
0,0.3253120861706902,0.334,0.397,0.0283,0.558,0.0351,319.0
0,0.3676605034380731,0.511,0.622,0.0242,0.0108,0.425,320.0
0,0.2793399786124701,0.132,0.791,0.0322,0.00412,0.486,321.0
0,0.1950199192149779,0.372,0.15,0.0294,0.963,0.0784,322.0
0,0.2642080242022618,0.517,0.449,0.0272,0.655,0.323,323.0
0,0.5250029089256921,0.443,0.706,0.0302,0.0804,0.252,324.0
0,0.8047196626754359,0.376,0.277,0.0357,0.133,0.309,325.0
0,0.9000049867297579,0.431,0.834,0.0654,0.0158,0.11,326.0
0,0.1634871647116839,0.434,0.388,0.0342,0.00817,0.185,327.0
0,0.775203763318724,0.189,0.793,0.0512,0.255,0.266,328.0
0,0.4390815551947872,0.228,0.381,0.0307,0.505,0.173,329.0
0,0.5897251203741155,0.672,0.389,0.045,0.721,0.235,330.0
0,0.53429484870816,0.612,0.702,0.0263,0.0994,0.689,331.0
0,0.4067564647410502,0.756,0.549,0.0475,0.705,0.513,332.0
0,0.39559727170474124,0.559,0.871,0.0392,7.53e-06,0.573,333.0
0,0.3683475639825132,0.514,0.548,0.0271,0.546,0.228,334.0
0,0.5876805611733221,0.399,0.443,0.0272,0.848,0.265,335.0
0,0.5396084863058861,0.293,0.585,0.0333,0.00994,0.0659,336.0
0,0.39612918954559806,0.669,0.393,0.0242,0.486,0.702,337.0
0,0.43469323300771834,0.683,0.813,0.0293,0.282,0.957,338.0
0,0.42822710675480247,0.513,0.708,0.0373,0.0326,0.579,339.0
0,0.485474764377019,0.346,0.201,0.0344,0.889,0.149,340.0
0,0.3901395730251165,0.68,0.421,0.0271,0.621,0.337,341.0
0,0.8446135007396982,0.399,0.547,0.0429,0.321,0.439,342.0
0,0.38007191972473253,0.374,0.426,0.0315,0.663,0.0902,343.0
0,0.678976501421218,0.422,0.635,0.0623,0.019,0.464,344.0
0,0.40768732096254967,0.488,0.644,0.0294,0.155,0.0819,345.0
0,0.4511051147224885,0.694,0.453,0.0289,0.17,0.394,346.0
0,0.484532826533835,0.639,0.827,0.0962,0.691,0.538,347.0
0,0.6978374215282664,0.407,0.482,0.215,0.0378,0.154,348.0
0,0.34413422060184284,0.685,0.753,0.0441,0.00321,0.626,349.0
0,0.3571717485136775,0.634,0.668,0.0341,0.79,0.843,350.0
0,0.6191745300007203,0.331,0.792,0.0309,0.0138,0.657,351.0
0,0.5894702430753717,0.569,0.625,0.0273,0.0407,0.502,352.0
0,0.8441314501964217,0.549,0.842,0.03,0.043,0.672,353.0
0,0.6047185545132674,0.327,0.538,0.0504,0.174,0.192,354.0
0,0.5898747222668564,0.483,0.75,0.0294,0.0859,0.468,355.0
0,0.3420010084275733,0.626,0.0654,0.0405,0.994,0.724,356.0
0,0.27920145834141363,0.305,0.176,0.0372,0.873,0.109,357.0
0,0.7450451299043103,0.512,0.848,0.0623,0.0389,0.586,358.0
0,0.8330498285119043,0.458,0.581,0.041,0.267,0.255,359.0
0,0.5426005241607057,0.284,0.366,0.0313,0.214,0.107,360.0
0,0.7448512015248311,0.577,0.421,0.0489,0.0162,0.737,361.0
0,0.5064799782800214,0.206,0.326,0.0423,0.659,0.0633,362.0
0,0.578660121122125,0.378,0.4,0.0335,0.0726,0.0787,363.0
0,0.5492605787931006,0.643,0.669,0.0398,0.208,0.609,364.0
0,0.7173521573147014,0.415,0.646,0.0699,4.22e-05,0.409,365.0
0,0.44653394577762506,0.598,0.676,0.0279,0.13,0.805,366.0
0,0.584871370076297,0.507,0.843,0.0379,0.0191,0.704,367.0
0,0.49755927282398504,0.443,0.96,0.0757,0.0231,0.243,368.0
0,0.5187694967281512,0.483,0.685,0.0343,0.00184,0.763,369.0
0,0.5903401503776062,0.6,0.931,0.0734,0.0296,0.542,370.0
0,0.46453604020412353,0.279,0.852,0.0511,0.0119,0.438,371.0
0,0.26495049285512445,0.386,0.881,0.0922,0.0327,0.267,372.0
0,0.619573468381363,0.415,0.905,0.128,0.0139,0.486,373.0
0,0.4177438926412491,0.83,0.513,0.0343,0.226,0.586,374.0
0,0.6506518763955917,0.577,0.808,0.039,0.0338,0.869,375.0
0,0.6938812825868937,0.482,0.8,0.0916,0.0569,0.569,376.0
0,0.465832589941212,0.536,0.844,0.058,0.0628,0.185,377.0
0,0.5795743549110978,0.454,0.946,0.13,0.0223,0.647,378.0
0,0.5951052477019487,0.608,0.931,0.073,0.453,0.883,379.0
0,0.6742723530161403,0.336,0.795,0.0897,0.00361,0.417,380.0
0,0.5697449564769309,0.298,0.767,0.0438,0.204,0.6,381.0
0,0.4164307204716339,0.377,0.682,0.0299,0.000894,0.288,382.0
0,0.5985571728566759,0.58,0.814,0.0363,0.173,0.722,383.0
0,0.3557366785055325,0.597,0.605,0.0255,0.181,0.886,384.0
